px1,py1,pz1,E1,px2,py2,pz2,E2
30.4,-5.77,9.07,32.3,-30.4,5.77,-76.5,82.5
14.5,-12.7,-78.2,80.5,-14.5,12.7,-1630,1630
-19.3,-19.4,-42.8,50.8,19.3,19.4,29.9,40.5
16.3,-26.8,104,108,-16.3,26.8,1.73,31.4
-0.629,-17.1,-72,74,0.629,17.1,-1750,1750
-44.3,-9.93,202,208,44.3,9.93,220,225
41.9,2.92,-532,533,-41.9,-2.92,-1140,1150
-5.95,-17.1,-44.5,48,5.95,17.1,-975,976
-4.43,3.67,-4.21,7.13,4.43,-3.67,307,307
44,15.1,-17.1,49.5,-44,-15.1,-5.79,46.8
-37,-10.5,-13,40.6,37,10.5,42.6,57.4
-8.66,-28.9,-16.9,34.6,8.66,28.9,54.8,62.6
8.38,35.1,-16.4,39.6,-8.38,-35.1,-256,259
28.2,18.7,97,103,-28.2,-18.7,480,481
40.3,-14.2,115,123,-40.3,14.2,49.2,65.2
-0.487,14,731,731,0.487,-14,23.1,27
-15,-37.9,-77.8,87.9,15,37.9,-75.1,85.5
30.8,-9.43,23,39.6,-30.8,9.43,151,154
-21.6,-16.9,70.8,75.9,21.6,16.9,697,698
-38.5,-32.7,-324,328,38.5,32.7,-466,469
-39.5,-21,57.5,72.8,39.5,21,43.1,62.1
-0.0515,-36.8,-316,318,0.0515,36.8,-1230,1230
4.74,-27,-330,331,-4.74,27,-31.1,41.4
10.8,2.33,-12.1,16.3,-10.8,-2.33,140,141
-1.86,33.5,-239,241,1.86,-33.5,-1300,1300
14.9,20.9,-364,365,-14.9,-20.9,-33.6,42.3
-1.17,-44.3,-179,184,1.17,44.3,-230,234
16.9,-34.7,485,486,-16.9,34.7,122,128
37,15.4,43.8,59.4,-37,-15.4,-1.18,40.1
3.34,-14,24,27.9,-3.34,14,-75,76.4
-14.4,-31.3,-120,125,14.4,31.3,-15.2,37.7
18.9,0.0696,92.2,94.1,-18.9,-0.0696,-17,25.5
-35.4,-8.2,59.9,70.1,35.4,8.2,-13.7,38.9
18.4,2.99,107,109,-18.4,-2.99,-12.9,22.6
-12.9,39.5,87.9,97.3,12.9,-39.5,178,182
43.8,-0.746,-132,139,-43.8,0.746,-102,111
-45.8,-2.47,1060,1060,45.8,2.47,1070,1070
-35.6,1.89,-11.1,37.4,35.6,-1.89,38.8,52.7
24.1,-16.3,43.9,52.7,-24.1,16.3,-27.4,39.9
-33.1,17.6,-307,309,33.1,-17.6,-75.5,84.3
9.73,40.8,110,118,-9.73,-40.8,261,265
-21.8,-20.6,-313,315,21.8,20.6,-37.6,48.1
-36.9,11.3,291,293,36.9,-11.3,1150,1150
-25,38,-45.6,64.4,25,-38,-26.9,52.8
33.7,0.901,118,123,-33.7,-0.901,224,227
-24.2,23.7,8.9,35,24.2,-23.7,115,120
-12.7,-15.9,3.28,20.6,12.7,15.9,-155,156
-23.9,21.2,-520,521,23.9,-21.2,-84.9,90.8
14.7,-37.5,52.9,66.5,-14.7,37.5,157,162
32.8,20.4,5.4,39,-32.8,-20.4,-46.9,60.8
25.7,-39.4,187,193,-25.7,39.4,190,196
22.4,3.78,11.4,25.4,-22.4,-3.78,253,254
-10.7,-44,-300,303,10.7,44,-374,377
36.9,-23.1,-2.75,43.6,-36.9,23.1,-13.4,45.6
19.4,28,-601,602,-19.4,-28,-108,113
37.6,19.4,763,764,-37.6,-19.4,1240,1240
-37.5,6.48,-201,205,37.5,-6.48,-54.8,66.7
-3.12,-27.6,-26.1,38.1,3.12,27.6,-215,216
22.9,-36.7,-23.2,49.1,-22.9,36.7,7.59,44
2.84,43.1,167,172,-2.84,-43.1,317,320
-33.1,27.2,41.7,59.8,33.1,-27.2,5.07,43.1
-5.21,6.75,-2350,2350,5.21,-6.75,-15.9,18.1
2.45,-20.6,-186,187,-2.45,20.6,-0.504,20.7
31.4,1.35,155,158,-31.4,-1.35,15.1,34.8
-34.1,-7.49,-78.4,85.8,34.1,7.49,-449,450
0.578,11.4,16,19.6,-0.578,-11.4,-112,113
-2.86,-9.65,25.5,27.4,2.86,9.65,-73.1,73.8
-6.1,24.1,43.4,50,6.1,-24.1,699,700
-13.4,-16.5,1.84,21.3,13.4,16.5,-159,161
9.95,24,-35.5,44,-9.95,-24,-512,513
-25.5,28.5,-241,244,25.5,-28.5,-867,868
-24.2,27.1,73.3,81.8,24.2,-27.1,19,41
-9.67,-31,29.3,43.8,9.67,31,-31.7,45.4
8.67,-25.7,77.6,82.2,-8.67,25.7,714,714
-9.72,43.5,-102,111,9.72,-43.5,-60.3,75
15.8,47.9,-122,132,-15.8,-47.9,-94.6,107
-1.49,10.1,3330,3330,1.49,-10.1,39.8,41.1
-21.8,-16.2,26.3,37.8,21.8,16.2,301,303
2.69,-45.5,-562,564,-2.69,45.5,-657,659
35.8,12.7,56.9,68.4,-35.8,-12.7,11,39.5
20.8,-19.8,-119,123,-20.8,19.8,-935,935
13.5,-14.3,356,357,-13.5,14.3,12.9,23.5
6.2,36.2,74.9,83.4,-6.2,-36.2,4.04,37
-21.9,-6.06,128,130,21.9,6.06,1910,1910
12.8,-42.7,155,161,-12.8,42.7,116,124
-38.4,24.1,502,504,38.4,-24.1,428,430
19,19.2,13.6,30.3,-19,-19.2,-36.5,45.4
-29.6,-6.72,-251,253,29.6,6.72,-2210,2210
5.09,-32.5,-55.2,64.2,-5.09,32.5,-342,343
19.1,-41.9,-2280,2280,-19.1,41.9,-2360,2370
23.5,-33.5,-90.4,99.2,-23.5,33.5,-114,121
-9.99,-42.4,-55.1,70.3,9.99,42.4,-21.2,48.5
24.4,-16.1,-78.3,83.6,-24.4,16.1,-630,630
-13.5,0.132,199,200,13.5,-0.132,-4.62,14.3
-5.95,-2.13,-7.47,9.78,5.95,2.13,-1980,1980
-4.02,-43.2,549,551,4.02,43.2,332,334
-22.2,-31.6,-383,385,22.2,31.6,-1130,1130
-36.3,-20.2,-77.6,88,36.3,20.2,-191,196
37.3,-22,-681,683,-37.3,22,-1360,1360
-35.6,15.8,-105,112,35.6,-15.8,-348,351
-21.8,-36.3,15.9,45.2,21.8,36.3,59.2,72.7
-2.99,14.4,14.6,20.7,2.99,-14.4,-109,110
-24.8,-15.7,-78.7,83.9,24.8,15.7,-0.895,29.3
-13.7,12.5,-1.05,18.6,13.7,-12.5,-198,199
11.3,-43.3,-663,665,-11.3,43.3,-534,536
-26.6,-27.5,48.7,61.9,26.6,27.5,202,206
-27.1,-12.2,23.2,37.7,27.1,12.2,-23.5,37.9
6.72,-30.1,275,277,-6.72,30.1,38.9,49.7
-6.74,-41.6,-30.2,51.8,6.74,41.6,7.9,42.8
20.2,-7.03,59.3,63,-20.2,7.03,979,980
-29.8,-15.4,-49.2,59.5,29.8,15.4,17.9,38
27.2,1.42,-2.48,27.3,-27.2,-1.42,114,117
37.8,3.26,-685,687,-37.8,-3.26,-213,216
-5.54,-29.8,165,167,5.54,29.8,1140,1140
-9.85,-37.7,-19.1,43.4,9.85,37.7,-92.2,100
28.8,-13.5,13,34.3,-28.8,13.5,-63,70.6
-31.6,-25.6,126,132,31.6,25.6,335,337
33.1,-23.4,82.4,91.8,-33.1,23.4,2.01,40.6
-10.3,18.9,5.84,22.3,10.3,-18.9,200,201
37.7,-8.79,20,43.6,-37.7,8.79,-30.4,49.2
37.7,-13.4,120,126,-37.7,13.4,304,307
-44,2.03,7.6,44.7,44,-2.03,-24.9,50.6
19.4,-17.1,117,120,-19.4,17.1,-3.94,26.2
-29.6,11,-51.2,60.1,29.6,-11,-335,337
44.5,-5.91,-837,839,-44.5,5.91,-925,927
14.2,-37.5,51.1,65,-14.2,37.5,-1.45,40.1
50,2.84,23.8,55.5,-50,-2.84,8.43,50.8
28.8,-33.6,27.6,52.1,-28.8,33.6,63.8,77.7
36.5,-7.61,184,187,-36.5,7.61,41,55.4
-15.2,-26.4,-43.4,53,15.2,26.4,24,38.7
1.67,-46.2,-40.8,61.6,-1.67,46.2,-49.4,67.6
5.85,3.09,0.0882,6.62,-5.85,-3.09,-609,609
-46,2.23,58.7,74.6,46,-2.23,85.9,97.4
40.6,21.9,97.4,108,-40.6,-21.9,76.6,89.4
30.7,32.9,1180,1180,-30.7,-32.9,1420,1420
28.7,4.86,437,438,-28.7,-4.86,51.7,59.4
5.9,32.1,-103,108,-5.9,-32.1,-499,500
24.6,-2.31,-111,114,-24.6,2.31,-1310,1310
-38.6,-25,-0.907,46,38.6,25,8.72,46.8
-44.3,-2.83,-73.9,86.2,44.3,2.83,-122,130
-39.3,22,-1210,1220,39.3,-22,-1500,1500
-23.4,-23.2,28.2,43.4,23.4,23.2,184,187
-17.2,-1.22,1100,1100,17.2,1.22,43.8,47.1
21.6,-5.4,57.4,61.6,-21.6,5.4,661,661
19.5,8.93,-23.4,31.7,-19.5,-8.93,-445,446
0.819,0.746,3.12,3.31,-0.819,-0.746,-616,616
17.2,-4.65,-1.24,17.8,-17.2,4.65,-212,213
16.1,-4.52,-64.5,66.6,-16.1,4.52,-1870,1870
0.142,-25,-10.6,27.1,-0.142,25,-203,205
-32.9,18.8,640,642,32.9,-18.8,173,177
-5.17,-43.7,-112,121,5.17,43.7,-193,198
-29.5,10.7,-256,258,29.5,-10.7,-1370,1380
10.9,-8.97,-25.4,29.1,-10.9,8.97,70.8,72.2
33.6,4.18,-20.9,39.7,-33.6,-4.18,-168,171
43.2,-8.82,52.8,68.8,-43.2,8.82,27.4,51.9
22.4,18.6,-70.7,76.5,-22.4,-18.6,-679,680
41,19.4,260,264,-41,-19.4,338,341
-1.85,-32.6,2.29,32.7,1.85,32.6,-77,83.6
41.7,11,-378,381,-41.7,-11,-516,518
-14.8,43.1,762,763,14.8,-43.1,670,671
-6.08,-22.4,-211,213,6.08,22.4,-5.03,23.8
25.7,37.9,-287,290,-25.7,-37.9,-360,363
24,31.2,191,195,-24,-31.2,494,496
30.1,38.3,-41.2,63.7,-30.1,-38.3,-126,135
16.5,-25.6,-59.3,66.7,-16.5,25.6,15,34
-36.6,-10.9,127,133,36.6,10.9,32.7,50.3
31.2,-17.4,1010,1020,-31.2,17.4,196,199
20.8,22.9,-473,474,-20.8,-22.9,-65.8,72.7
-10.9,26.5,192,194,10.9,-26.5,16.9,33.3
13.9,19.5,44.9,50.8,-13.9,-19.5,-33.2,40.9
12.3,-5.85,54,55.7,-12.3,5.85,-33.2,35.9
32.2,-14.9,29.9,46.4,-32.2,14.9,-29.2,45.9
0.0181,16.1,7.74,17.8,-0.0181,-16.1,-157,158
-42,-5.76,-206,210,42,5.76,-88.2,97.8
51.1,-9.81,80.6,96,-51.1,9.81,13.3,53.7
31.8,-33.4,84.8,96.5,-31.8,33.4,70.5,84.2
21.1,-39.1,178,183,-21.1,39.1,143,149
40.9,-11.5,-436,438,-40.9,11.5,-1070,1070
25.1,32,41.3,57.9,-25.1,-32,124,131
-3.17,-42.4,-232,236,3.17,42.4,-514,516
-1.77,0.237,-156,156,1.77,-0.237,13.6,13.8
-20.3,40.7,673,675,20.3,-40.7,458,460
-7.17,-43.2,238,242,7.17,43.2,337,340
-20.3,-39.3,248,252,20.3,39.3,408,410
-22.5,14.5,-643,643,22.5,-14.5,-68.6,73.6
-33.2,7.44,-101,107,33.2,-7.44,-10.2,35.5
27.3,3.86,-65.7,71.2,-27.3,-3.86,17.1,32.5
-16.2,38.4,115,122,16.2,-38.4,90.6,99.7
19.4,-0.337,-15.1,24.6,-19.4,0.337,94.5,96.4
-22,25.1,39.2,51.5,22,-25.1,-33.6,47.3
18.9,5.24,-3.68,20,-18.9,-5.24,-201,202
5.96,-1.09,-1110,1110,-5.96,1.09,-0.929,6.13
-7.97,-8.5,-104,104,7.97,8.5,17,20.6
-30.6,-14.7,-782,783,30.6,14.7,-156,160
14.2,-39.7,169,175,-14.2,39.7,412,414
25.6,19.7,-78.4,84.8,-25.6,-19.7,-87.8,93.5
4.85,-44.9,-12.6,46.9,-4.85,44.9,-17.5,48.4
-10.2,0.312,-3.65,10.8,10.2,-0.312,-566,566
-39.5,-15.9,-499,501,39.5,15.9,-1060,1060
-32.9,16.3,-12.9,38.9,32.9,-16.3,70.5,79.5
-48.4,8.59,666,668,48.4,-8.59,616,618
-10.7,37.1,-1570,1570,10.7,-37.1,-477,478
41.7,8.22,-138,144,-41.7,-8.22,-60.4,73.9
35.3,-22.3,82.5,92.5,-35.3,22.3,22.7,47.5
40.3,-19.4,-402,404,-40.3,19.4,-275,278
-21.6,35.1,10.8,42.6,21.6,-35.1,62.8,75.1
-5.13,43.8,61.7,75.9,5.13,-43.8,146,153
-2.88,-22.2,23.1,32.2,2.88,22.2,-68.5,72.1
-6.28,-8.79,-39.8,41.3,6.28,8.79,45.4,46.7
17.1,26.6,-141,145,-17.1,-26.6,-9.71,33.1
0.505,-44.6,-1450,1450,-0.505,44.6,-1490,1490
-25.5,-2.62,1330,1330,25.5,2.62,127,129
-22.7,1.27,78.4,81.6,22.7,-1.27,-16.5,28.1
45.4,0.227,200,205,-45.4,-0.227,215,220
28.2,27.8,87.7,96.3,-28.2,-27.8,16.6,43
-5.61,36,138,143,5.61,-36,23.6,43.4
-7.84,-14,-198,199,7.84,14,3.39,16.4
-39.8,1.02,-155,160,39.8,-1.02,-55.7,68.5
37.7,-1.24,330,332,-37.7,1.24,1170,1170
-8.85,-16.6,-2.79,19,8.85,16.6,-236,236
-45.9,0.79,-1440,1440,45.9,-0.79,-848,849
-10.7,-5.34,-254,255,10.7,5.34,3.8,12.6
-7.86,-22.5,-1870,1870,7.86,22.5,-144,146
-6.03,-24.1,3.5,25.1,6.03,24.1,-93.4,96.7
9.05,-42.5,29.1,52.3,-9.05,42.5,86.3,96.7
-25.2,20.7,50.6,60.2,25.2,-20.7,-6.13,33.2
-31.4,32.3,-168,174,31.4,-32.3,-184,189
-42,-6.67,279,283,42,6.67,605,606
28.8,-15.3,1040,1040,-28.8,15.3,190,193
2.28,16.5,1020,1020,-2.28,-16.5,35.3,39
35.7,-0.41,247,249,-35.7,0.41,995,996
24.3,44.9,-554,556,-24.3,-44.9,-644,646
-4.11,40.2,-18,44.2,4.11,-40.2,-84.4,93.6
-44.7,4.61,47.6,65.5,44.7,-4.61,69.8,83
-41.7,-11.9,-1030,1030,41.7,11.9,-1950,1950
17.8,40.6,-67.4,80.7,-17.8,-40.6,-51.3,67.8
25,-36.2,18.3,47.6,-25,36.2,15.7,46.7
12.1,-0.0606,274,274,-12.1,0.0606,-1.88,12.3
16.2,4.22,799,799,-16.2,-4.22,26,30.9
19.4,10.2,-24.3,32.7,-19.4,-10.2,-218,219
-7.28,37.6,2.28,38.4,7.28,-37.6,-60.5,71.7
-8.12,30.6,127,131,8.12,-30.6,732,733
-29.9,31.2,205,210,29.9,-31.2,75,86.5
-32.6,-30.8,-323,326,32.6,30.8,-281,285
25.8,25.7,221,224,-25.8,-25.7,57.9,68.4
-43.4,21,617,619,43.4,-21,701,702
27.7,19.7,-204,207,-27.7,-19.7,-28.5,44.3
-19.8,40.3,172,178,19.8,-40.3,270,274
7.71,34.6,-1200,1200,-7.71,-34.6,-266,268
-45.7,-13.3,-57.9,74.9,45.7,13.3,-47.2,67.1
-15.9,42.9,289,293,15.9,-42.9,259,263
15.5,-34.9,120,126,-15.5,34.9,337,339
49.7,-10.7,380,383,-49.7,10.7,1310,1310
-40,-9.97,1720,1720,40,9.97,730,732
-6.05,16.4,-116,117,6.05,-16.4,10.7,20.5
-23.2,-34.1,269,272,23.2,34.1,537,538
12.5,39.5,122,129,-12.5,-39.5,290,293
12.9,-35.7,-547,548,-12.9,35.7,-708,709
22.4,26.9,112,118,-22.4,-26.9,9.42,36.2
19.6,14.6,-15.9,29.1,-19.6,-14.6,76.6,80.4
14.2,37.4,-226,229,-14.2,-37.4,-216,220
-8.55,11.2,-314,315,8.55,-11.2,-1.84,14.2
-23.8,40.1,50.3,68.6,23.8,-40.1,45.1,64.9
43.2,12.3,36.5,57.9,-43.2,-12.3,8.08,45.7
-12.2,20.1,38.5,45.1,12.2,-20.1,-35.4,42.5
-37.4,7.64,1290,1290,37.4,-7.64,400,401
-21.2,6.41,-36.3,42.5,21.2,-6.41,-584,585
14.6,8.71,259,259,-14.6,-8.71,0.245,17
-37.5,10.7,-74.1,83.8,37.5,-10.7,-15,41.8
-6.78,-26.8,91.9,96,6.78,26.8,-6.89,28.5
-32.2,27.3,95.8,105,32.2,-27.3,25.7,49.4
26.9,29.9,-828,829,-26.9,-29.9,-1340,1340
10,-35.7,-10.4,38.5,-10,35.7,53.6,65.2
42.5,-16.5,49.6,67.3,-42.5,16.5,52.2,69.3
11.1,2.41,30.1,32.2,-11.1,-2.41,1930,1930
31.3,32.9,-22.9,50.9,-31.3,-32.9,-43.2,62.7
-6.7,-25.9,149,152,6.7,25.9,4.1,27
-17.3,-11.3,2270,2270,17.3,11.3,126,128
-4.98,-28.7,-73.5,79.1,4.98,28.7,-577,577
33.9,-2.28,-98.4,104,-33.9,2.28,-384,386
19.5,-10.6,13.9,26.2,-19.5,10.6,-90.4,93.1
-8.95,35.5,85.9,93.4,8.95,-35.5,8.42,37.6
6.05,-39.8,1060,1060,-6.05,39.8,396,398
1.38,16.9,44.2,47.3,-1.38,-16.9,-33.9,38
21.7,2.39,536,536,-21.7,-2.39,37.2,43.1
0.177,-2.16,124,124,-0.177,2.16,-17.2,17.3
-14.8,4.1,61.9,63.8,14.8,-4.1,-28.1,32
8.67,42.3,525,527,-8.67,-42.3,315,318
41.6,23.7,-61.3,77.7,-41.6,-23.7,-45.6,66.1
25.1,6.39,4.9,26.3,-25.1,-6.39,-120,123
35.1,-3.77,-288,290,-35.1,3.77,-59.1,68.9
-34.1,-16,-257,259,34.1,16,-866,866
-43.3,-5.79,51,67.1,43.3,5.79,50.6,66.8
-16.4,27.4,-24.8,40.5,16.4,-27.4,-186,189
17.5,-5.99,1.45,18.6,-17.5,5.99,213,214
-28.5,-20.4,268,270,28.5,20.4,74,81.9
5.66,-4.63,190,191,-5.66,4.63,-9.85,12.3
-37.1,-3.52,36.5,52.2,37.1,3.52,219,222
24.3,4.08,133,135,-24.3,-4.08,1570,1570
-25,-27.8,50.6,62.9,25,27.8,213,216
1.93,-23,-76.3,79.7,-1.93,23,17.8,29.1
-13,27.5,125,129,13,-27.5,6.29,31
-35.1,-5.22,661,662,35.1,5.22,146,150
-18.3,-15.9,-65.6,69.9,18.3,15.9,20.8,31.9
31.1,-9.83,-229,231,-31.1,9.83,-29.5,44
29.5,35.5,-22.7,51.4,-29.5,-35.5,-48.3,66.8
19.1,-3.04,78.7,81.1,-19.1,3.04,-19.9,27.7
-7.52,-3.86,-3.77,9.26,7.52,3.86,-756,756
32,-25.8,-827,828,-32,25.8,-278,281
11.9,20.9,-611,612,-11.9,-20.9,-46.4,52.3
-19.1,-6.02,718,718,19.1,6.02,29,35.2
-30.1,41.1,52.3,73,30.1,-41.1,181,188
36.5,4.18,-109,115,-36.5,-4.18,-40.3,54.5
-24,25.6,-1270,1270,24,-25.6,-229,232
-35.8,-11.5,-498,499,35.8,11.5,-138,143
0.625,-48.4,147,155,-0.625,48.4,117,126
7.84,18.3,-74.1,76.7,-7.84,-18.3,21.5,29.3
20.8,37.1,34.9,55,-20.8,-37.1,55.1,69.6
-37.4,-0.95,578,579,37.4,0.95,124,130
-4.55,13.8,0.218,14.5,4.55,-13.8,296,296
22.5,1.26,68.6,72.2,-22.5,-1.26,-20.4,30.4
-28.4,34.6,-511,513,28.4,-34.6,-787,788
-1.96,31.1,-23.8,39.2,1.96,-31.1,44.6,54.4
-29.9,-31.3,-674,676,29.9,31.3,-381,384
-29.8,-34.9,11.6,47.4,29.8,34.9,2.81,46
19.3,11.2,-2070,2070,-19.3,-11.2,-524,525
-4.11,12.9,984,984,4.11,-12.9,20.3,24.4
-11.2,-15.4,-186,187,11.2,15.4,6.5,20.1
-33.9,0.985,-63.1,71.7,33.9,-0.985,8.26,35
25.6,-25.5,59.8,69.9,-25.6,25.5,-1.83,36.2
6.69,20.7,-395,395,-6.69,-20.7,-48.8,53.4
-5.19,-2.21,0.847,5.71,5.19,2.21,840,840
-17.9,29.5,1440,1440,17.9,-29.5,919,919
22.4,-36,18.8,46.4,-22.4,36,40.2,58.4
-5.07,35.2,172,175,5.07,-35.2,33,48.5
14.9,-9.74,697,698,-14.9,9.74,26.4,31.9
-39.1,26.1,-23,52.3,39.1,-26.1,-23.2,52.4
6.72,-36.4,92.9,99.9,-6.72,36.4,11.5,38.7
-29.6,-19.4,-188,191,29.6,19.4,-33.2,48.5
15.9,6.09,-1110,1110,-15.9,-6.09,-38.6,42.2
-12,-20.4,998,998,12,20.4,74.4,78.1
42.6,14.3,-50.9,67.9,-42.6,-14.3,-23.8,50.9
-1.38,-42.5,-3.96,42.7,1.38,42.5,31.8,53.1
-32,-29.8,534,535,32,29.8,927,928
1.65,32.2,-141,145,-1.65,-32.2,-822,823
11.8,-21.8,-53.1,58.6,-11.8,21.8,27.3,36.9
-41.9,10.7,1.06,43.3,41.9,-10.7,36.8,56.8
-21.9,19.7,225,227,21.9,-19.7,1690,1690
32.4,25.3,-840,841,-32.4,-25.3,-1900,1900
-27.3,10.2,-16.2,33.4,27.3,-10.2,61.5,68.1
-16.8,4.94,-24.9,30.4,16.8,-4.94,72.7,74.7
23.5,5.82,2190,2190,-23.5,-5.82,178,179
10.3,44.1,643,644,-10.3,-44.1,664,665
9.11,32.4,34.2,48,-9.11,-32.4,221,224
-28.1,22.6,110,115,28.1,-22.6,10.7,37.6
-25.2,-33.6,-3.95,42.2,25.2,33.6,36.8,55.9
18.5,-35.9,-117,124,-18.5,35.9,-350,352
-0.196,-44.3,12.4,46,0.196,44.3,37,57.7
-40.5,8.34,166,171,40.5,-8.34,404,406
0.822,35.7,-30.2,46.8,-0.822,-35.7,26.7,44.6
28.1,6.59,-1.02,28.9,-28.1,-6.59,-116,120
-15.6,-34.7,-35.3,51.9,15.6,34.7,-132,137
-6.67,28.3,-49.4,57.3,6.67,-28.3,-412,413
-44.2,11.2,207,212,44.2,-11.2,357,360
11,-20.5,34.1,41.3,-11,20.5,-45.3,50.9
-44,9.52,-463,466,44,-9.52,-543,545
7.83,-40.5,633,635,-7.83,40.5,1410,1410
-19.4,12.2,94.1,96.9,19.4,-12.2,-11.6,25.7
-8.44,2.4,412,412,8.44,-2.4,-1.03,8.83
21.9,40,-193,198,-21.9,-40,-53.4,70.2
-31.8,10.2,33.3,47.1,31.8,-10.2,391,393
-2.17,32.6,-175,178,2.17,-32.6,-1630,1630
42.4,-12,-59.7,74.2,-42.4,12,-31,53.9
-36.5,-18.8,-40.2,57.5,36.5,18.8,-0.0996,41.1
-4.74,-10.7,6.44,13.4,4.74,10.7,-206,206
-15.6,-30.6,1740,1740,15.6,30.6,360,361
-5.52,-5.01,-2.45,7.85,5.52,5.01,-753,753
8.01,-25.8,6.89,27.9,-8.01,25.8,161,163
12.5,32,-66.1,74.5,-12.5,-32,-348,350
44.7,9.83,69.9,83.6,-44.7,-9.83,67.7,81.7
-6.23,42.6,-12.7,44.8,6.23,-42.6,11.1,44.4
-4.03,53.6,-756,758,4.03,-53.6,-468,471
10.7,19.9,-1550,1550,-10.7,-19.9,-109,111
-26.1,32.5,-23.1,47.7,26.1,-32.5,-84.1,93.9
36.7,-10.1,955,956,-36.7,10.1,287,289
23.5,-17.2,-29.6,41.6,-23.5,17.2,25.8,38.9
-30.9,-9.71,317,319,30.9,9.71,51.7,61
-18.9,-37.7,-11.5,43.7,18.9,37.7,-28.9,51.1
-18.9,-39.9,2.8,44.2,18.9,39.9,24.8,50.7
-16.3,-15.8,-32.2,39.4,16.3,15.8,49.4,54.4
-34.1,-24.7,370,372,34.1,24.7,784,785
6.55,44.7,63.4,77.9,-6.55,-44.7,93.4,104
-38,-11.2,-108,115,38,11.2,-184,188
-16.1,40.4,44.9,62.5,16.1,-40.4,87.4,97.6
-30.7,29.3,40,58.3,30.7,-29.3,89.6,99.1
-0.135,-27.4,1560,1560,0.135,27.4,136,138
-28.6,-13.1,-778,779,28.6,13.1,-159,162
3.73,4.52,12.1,13.4,-3.73,-4.52,2800,2800
22.3,-31.9,-275,278,-22.3,31.9,-88.2,96.4
-12.7,-23.4,788,788,12.7,23.4,92.4,96.2
-31.9,30.7,-247,251,31.9,-30.7,-374,377
21.3,-29.8,-197,201,-21.3,29.8,-43.3,56.8
22.1,25.9,-8.52,35.1,-22.1,-25.9,72.4,80
12.1,9.71,15.7,22.1,-12.1,-9.71,-99.5,101
-25.8,7.45,22,34.7,25.8,-7.45,-56.5,62.6
-29.1,-1.05,60.2,66.9,29.1,1.05,489,490
-27.6,-35.4,-46.4,64.6,27.6,35.4,-18.5,48.6
-5.43,-19.5,159,160,5.43,19.5,3.67,20.6
30.6,-22.4,177,181,-30.6,22.4,41.4,56.1
30.6,-26.2,240,244,-30.6,26.2,642,643
15,-1.72,-30.1,33.6,-15,1.72,-1040,1040
33.7,3.83,433,434,-33.7,-3.83,87.4,93.7
-10.5,42.4,-1720,1720,10.5,-42.4,-860,862
-21.5,-33.8,109,117,21.5,33.8,262,265
29,6.61,44.7,53.7,-29,-6.61,354,355
-22.2,-37.5,-460,462,22.2,37.5,-874,875
23.2,-27.5,31.2,47.6,-23.2,27.5,172,175
29.9,-24.5,304,307,-29.9,24.5,899,899
10.9,6.75,-34.6,36.9,-10.9,-6.75,-1730,1730
40.8,-2.69,126,132,-40.8,2.69,334,337
-28,-35.5,-1150,1150,28,35.5,-679,680
-39,11.5,-568,569,39,-11.5,-1470,1470
-3.3,-44.9,-238,242,3.3,44.9,-331,334
-32.8,-20.2,-440,441,32.8,20.2,-283,286
-0.312,35.1,839,840,0.312,-35.1,214,217
28.8,-35.5,-41.3,61.6,-28.8,35.5,-50.2,67.9
-13.2,-9.87,77,78.8,13.2,9.87,1590,1590
45.5,0.34,341,344,-45.5,-0.34,318,322
-16.4,-14.2,10.2,24,16.4,14.2,-106,109
26.9,-20.2,-816,817,-26.9,20.2,-194,197
-27.9,-13.8,34.5,46.5,27.9,13.8,253,255
-14,-4.79,500,501,14,4.79,9.31,17.5
1.43,7.19,-6.63,9.89,-1.43,-7.19,245,245
15.4,8.86,-56.3,59,-15.4,-8.86,27.7,32.9
40.5,-6.1,-161,167,-40.5,6.1,-123,130
19.9,20.4,-117,120,-19.9,-20.4,-925,925
-19,8.48,1.57,20.8,19,-8.48,166,167
26.6,-29.7,29.7,49.8,-26.6,29.7,-14.4,42.5
15.3,40.8,32.4,54.3,-15.3,-40.8,73.1,85.1
40,-17,-114,122,-40,17,-58.3,72.7
-28.8,-33.6,-388,391,28.8,33.6,-368,370
-0.404,40.6,-487,488,0.404,-40.6,-190,195
14.6,-20.1,-19.2,31.4,-14.6,20.1,67.2,71.6
7.02,45,-78.8,91,-7.02,-45,-54.2,70.8
29.8,5.84,-564,565,-29.8,-5.84,-3900,3900
-19.9,-39.5,-568,570,19.9,39.5,-852,853
6.66,-6.36,77,77.6,-6.66,6.36,-26.1,27.7
-35.6,22.2,-248,251,35.6,-22.2,-455,457
-5.82,40.5,-292,295,5.82,-40.5,-1070,1070
17.1,-38.7,21.4,47.4,-17.1,38.7,62,75
4.11,11.8,-12.6,17.8,-4.11,-11.8,133,133
-29.9,-32.5,750,751,29.9,32.5,1260,1260
-5.56,-27.2,163,166,5.56,27.2,9.77,29.4
-0.995,-18,-1170,1170,0.995,18,-49.1,52.3
-24.3,2.4,17.1,29.8,24.3,-2.4,-107,110
-35.3,26.8,-262,266,35.3,-26.8,-165,171
12.1,-22.8,-1260,1260,-12.1,22.8,-121,124
2.3,5.25,-71.5,71.8,-2.3,-5.25,31.4,31.9
-29.4,12.8,44.6,55,29.4,-12.8,-22,38.9
32,-3.51,12.6,34.5,-32,3.51,133,137
